"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
21.95,-0.0231525,0.0584052777778,0.723793518518
22,-0.0190365,0.0923241666667,0.495867901235
22.05,-0.013377,0.112141944444,0.183886111111
22.1,-0.0070315,0.113285277778,-0.180339660494
22.15,-0.0012005,0.0936580555556,-0.530961882716
22.2,0.003087,0.0561186111111,-0.7846125
22.25,0.004802,0.00876555555556,-0.885977469136
22.3,0.0039445,-0.0387780555556,-0.829657716049
22.35,0.000686,-0.0799380555556,-0.629150925926
22.4,-0.0046305,-0.106615833333,-0.311664197531
22.45,-0.0108045,-0.11319,0.0542024691358
22.5,-0.016807,-0.0999463888889,0.400272530864
22.55,-0.0214375,-0.0694575,0.669220524691
22.6,-0.0238385,-0.0326802777778,0.887618364198
22.65,-0.0258965,0.0251533333333,0.950925154321
22.7,-0.0210945,0.0775561111111,0.706696450617
22.75,-0.0166355,0.100518055556,0.338183179012
22.8,-0.010633,0.109664722222,-0.023925308642
22.85,-0.004802,0.0972786111111,-0.361155709877
22.9,-0.000343,0.0706961111111,-0.625392746914
22.95,0.002744,0.0318227777778,-0.805944135802
23,0.0032585,-0.0157208333333,-0.841355709877
23.05,0.001029,-0.0599297222222,-0.699021296296
23.1,-0.0032585,-0.0916572222222,-0.411229475309
23.15,-0.008918,-0.104329166667,-0.0431396604938
23.2,-0.0145775,-0.0956588888889,0.320345061728
23.25,-0.019208,-0.0689811111111,0.606495987654
23.3,-0.021952,-0.0302030555556,0.772755709877
23.35,-0.0224665,0.0141963888889,0.791176080247
23.4,-0.0204085,0.0553563888889,0.652652777778
23.45,-0.016464,0.0849877777778,0.382752006173
23.5,-0.0111475,0.0965163888889,0.0430337962963
23.55,-0.0060025,0.0885130555556,-0.284827623457
23.6,-0.001715,0.0653605555556,-0.549488117284
23.65,0.001029,0.0299172222222,-0.718500308642
23.7,0.0015435,-0.0117191666667,-0.755288117284
23.75,-0.0001715,-0.0520216666667,-0.639049228395
23.8,-0.004116,-0.0814625,-0.387092438272
23.85,-0.0090895,-0.0930863888889,-0.0719347222222
23.9,-0.014063,-0.0882272222222,0.240841049383
23.95,-0.018522,-0.0677425,0.51751712963
24,-0.0214375,-0.0331566666667,0.708549074074
24.05,-0.0221235,0.00847972222222,0.76873287037
24.1,-0.02058,0.049735,0.681606635802
24.15,-0.016807,0.0824152777778,0.455639506173
24.2,-0.011662,0.0989936111111,0.138364506173
24.25,-0.006174,0.0972786111111,-0.206911574074
24.3,-0.0012005,0.0772702777778,-0.52392191358
24.35,0.0022295,0.04116,-0.748459876543
24.4,0.0032585,-0.00343,-0.831722067901
24.45,0.0018865,-0.0483058333333,-0.759363888889
24.5,-0.0018865,-0.0851783333333,-0.542342283951
24.55,-0.007203,-0.107282777778,-0.215857098765
24.6,-0.0135485,-0.108521388889,0.158055246914
24.65,-0.018865,-0.0889894444444,0.490998148148
